50,127,2136
150,1078,13826
250,3070,31037
350,6128,43289
450,10127,74830
550,15102,103000
650,21074,129871
750,28215,166167
850,36277,203567
950,45173,240778
1050,55164,279169
1150,66004,321051
1250,77898,375923
1350,90975,424434
1450,105064,478822
1550,120053,540556
1650,136116,605070
1750,153183,651944
1850,171082,718774
1950,189769,798123
2050,209767,865120
2150,230824,942835
2250,252616,1047462
2350,275568,1134523
2450,299772,1285259
2550,324763,1389598
2650,350739,1495628
2750,377453,1626465
2850,405628,1727025
2950,434559,1851167
3050,464203,2019231
3150,495143,2106908
3250,527225,2275946
3350,560267,2371872
3450,594462,2474387
3550,629543,2630825
3650,665621,2925038
3750,702980,2955942
3850,740985,3052732
3950,779946,3231105
4050,819981,3795944
4150,861364,3703560
4250,903572,3928587
4350,946610,4135682
4450,990572,4154716
4550,1035723,4458516
4650,1081934,4606474
4750,1128893,4661620
4850,1176637,4830457
4950,1225765,5037882
5050,1275776,5363350
5150,1327212,5551211
5250,1379223,5863473
5350,1432110,6076091
5450,1485788,6359662
5550,1540515,6462835
5650,1596536,6755607
5750,1653623,6926780
5850,1711399,7039030
5950,1770570,7283523
6050,1830240,7369054
6150,1891387,7517458
6250,1953322,7833279
6350,2016200,8148118
6450,2080057,8348207
6550,2145422,8556989
6650,2211215,8831057
6750,2278727,9193556
6850,2346870,9585763
6950,2416052,10229292
