50,480,9496
150,4470,35190
250,12473,72405
350,24591,124107
450,40499,183854
550,60435,348266
650,84170,341694
750,112407,465299
850,144450,618719
950,180248,743737
1050,220275,972606
1150,263954,1074253
1250,312185,1224350
1350,364087,1527329
1450,419945,1943571
1550,479482,1830241
1650,543727,2060980
1750,611841,2322247
1850,684170,2523533
1950,760314,2820327
2050,840598,3066774
2150,924913,3437979
2250,1013129,3759132
2350,1105274,4161564
2450,1200967,4369110
2550,1301396,4744966
2650,1405333,5160477
2750,1513094,5933807
2850,1624824,6037262
2950,1740861,6394168
3050,1860543,6942927
3150,1984669,7348679
3250,2112706,8235456
3350,2244623,8224082
3450,2381314,8684128
3550,2521145,9650022
3650,2665214,9798483
3750,2813323,10447133
3850,2965777,10648447
3950,3121387,11622844
4050,3281589,12140549
4150,3445432,13090592
4250,3613713,13106175
4350,3786696,13690742
4450,3962471,14769388
4550,4142603,19033555
4650,4326247,16635767
4750,4513574,16204189
4850,4705729,16617238
4950,4901870,17362140
5050,5101977,18285844
5150,5305933,18809085
5250,5513947,20310216
5350,5725061,20563013
5450,5940689,21185699
5550,6160749,21627559
5650,6384872,22749514
5750,6613434,23365489
5850,6845481,25115278
5950,7081919,29617545
6050,7322013,25633716
6150,7565670,26505041
6250,7813895,27672302
6350,8066480,29181235
6450,8322982,29889588
6550,8583611,30167067
6650,8847779,30931942
6750,9116105,32311547
6850,9387685,32913275
6950,9663795,33947766
7050,9944582,34576914
7150,10229013,35859024
7250,10517333,38026493
7350,10809131,39238294
7450,11104530,39233265
7550,11404998,39512907
7650,11708644,41287979
7750,12016124,42443231
7850,12328771,42987167
7950,12645022,45056951
8050,12965947,44757143
8150,13289797,47109944
8250,13617823,47618219
8350,13950667,48260237
8450,14286860,49411138
8550,14626762,52449289
8650,14970276,52206150
8750,15317449,55523221
8850,15669323,54183439
8950,16025448,55068940
9050,16385260,57387679
9150,16749318,57923885
9250,17117456,59142534
9350,17488851,61180046
9450,17865638,62933448
9550,18244934,63433117
9650,18629108,64618632
9750,19017612,65406783
9850,19410693,66804843
9950,19805478,69553770
