50,31,8713
150,215,29402
250,606,53179
350,1198,106931
450,1989,107303
550,2963,130451
650,4177,174975
750,5618,516712
850,7228,177582
950,9011,177930
1050,11062,198834
1150,13187,220390
1250,15588,320810
1350,18185,289510
1450,20981,302107
1550,24080,327195
1650,27305,355594
1750,30742,390723
1850,34384,415804
1950,38159,450077
2050,42049,474740
2150,46307,659045
2250,50734,549190
2350,55252,578375
2450,60002,596174
2550,64909,683295
2650,70162,680756
2750,75444,846493
2850,80936,765815
2950,86746,982265
3050,92873,1363425
3150,99073,1135230
3250,105544,1184509
3350,112162,1030369
3450,118972,1216946
3550,125947,1197726
3650,133174,1210897
3750,140600,1274413
3850,148165,1423069
3950,156178,1411815
4050,164067,1709494
4150,172190,1551107
4250,180370,2008708
4350,188857,1681598
4450,197611,1705610
4550,206687,1948563
4650,215940,1870882
4750,225379,1986869
4850,234915,2041465
4950,244606,2255342
5050,254447,2175626
5150,264648,2199524
5250,275059,2348604
5350,285792,2396678
5450,296581,2467497
5550,307736,2615134
5650,318850,2566594
5750,330245,2646274
5850,341810,2742217
5950,353619,2814545
6050,365678,3022296
6150,377545,3014415
6250,389949,3169001
6350,402751,3158269
6450,415493,3272925
6550,428531,3555866
6650,441457,3683229
6750,454832,3500697
6850,468209,3636452
6950,481956,3744550
7050,496057,4223318
7150,510203,4383207
7250,524694,4584161
7350,539356,4103878
7450,554183,4193224
7550,569228,4486779
7650,584504,4333735
7750,599859,4418212
7850,615506,5590878
7950,631422,4814984
8050,647381,5275954
8150,663745,5300711
8250,680228,5019889
8350,696969,6392622
8450,713931,5401030
8550,731024,5172833
8650,748109,5309010
8750,765459,5496595
8850,783132,5751598
8950,800876,5590531
9050,818883,5742578
9150,837208,6025722
9250,855843,5901034
9350,874537,6004015
9450,893333,6257651
9550,912488,6265307
9650,931562,6368988
9750,951223,6714456
9850,970802,6558142
9950,990511,6817516
10050,1010728,6946179
10150,1030885,7211532
10250,1051253,7129578
10350,1071920,7131443
10450,1092808,7510171
10550,1113906,7411990
10650,1135077,7461122
10750,1156289,7796167
10850,1177750,8067468
10950,1199543,7994649
11050,1221734,8131482
11150,1243923,8357952
11250,1266343,8450286
11350,1289131,8477689
11450,1312132,8742244
11550,1335159,8794236
11650,1358349,9183236
11750,1381692,9117837
11850,1405206,11976486
11950,1429015,9260657
12050,1452937,9885528
12150,1477117,9387112
12250,1501323,9894461
12350,1525782,10085388
12450,1550477,10088819
12550,1575614,10036770
12650,1600703,10488380
12750,1626038,10468532
12850,1651823,10728062
12950,1677626,10992752
13050,1703301,12127794
13150,1729569,11491536
13250,1756048,12220572
13350,1782502,12516501
13450,1809207,11979626
13550,1836086,11880602
13650,1863387,12119873
13750,1890934,12581873
13850,1918733,12636216
13950,1946304,13584466
14050,1974353,12683169
14150,2002316,12917918
14250,2030718,13160986
14350,2059231,12983360
14450,2088021,13375130
14550,2117350,13319584
14650,2146530,13868705
14750,2175680,13979838
14850,2205310,14248237
14950,2235272,14055443
15050,2265635,14993606
15150,2295939,14567560
15250,2326361,14452464
15350,2356931,14964976
15450,2388117,14953713
15550,2418924,15126023
15650,2450027,16637235
15750,2481378,15830367
15850,2513061,15870797
15950,2544953,15879749
16050,2576746,16268198
16150,2609111,16294971
16250,2641586,16526577
16350,2674084,16663508
16450,2707183,16795227
16550,2740206,17353324
16650,2773356,16978856
16750,2806652,17357292
16850,2840328,17435752
16950,2874139,17858263
17050,2908049,18211670
17150,2942676,18317562
17250,2977203,18688638
17350,3011711,18765306
17450,3046630,18388708
17550,3081576,19217048
17650,3116428,18871366
17750,3152049,19477323
17850,3187396,19488769
17950,3223450,19698156
18050,3259397,19746409
18150,3295691,19885233
18250,3332048,20633602
18350,3368506,20694283
18450,3405161,21051057
18550,3442123,20994370
18650,3479635,21100922
18750,3517182,21454897
18850,3554798,21755083
18950,3592544,21734967
19050,3630829,22366079
19150,3669317,22233961
19250,3707778,22837887
19350,3746640,22800787
19450,3785495,22851361
19550,3824413,23209781
19650,3863359,23474093
19750,3902904,23486201
19850,3942396,23732192
19950,3982214,24549922
20050,4022279,24013604
20150,4062529,24652162
20250,4103152,24565733
20350,4143618,24981968
20450,4184249,25256953
20550,4224998,28167948
20650,4266452,25187678
20750,4307784,25360475
20850,4349102,25598376
20950,4390567,26201944
21050,4432561,26274866
21150,4474756,26512626
21250,4516858,26652652
21350,4559512,27171521
21450,4601908,27271353
21550,4645357,27545522
21650,4688765,27627165
21750,4732241,28077207
21850,4775707,28522110
21950,4819609,28731828
22050,4863454,28640733
22150,4907955,29273356
22250,4952115,29071682
22350,4996628,29094363
22450,5041699,29263255
22550,5086898,29878296
22650,5132021,30358327
22750,5177277,30411499
22850,5223048,30437278
22950,5268676,35432727
23050,5314602,31150435
23150,5360494,31523324
23250,5407048,31857352
23350,5453778,32180691
23450,5500680,31787766
23550,5547668,32775002
23650,5594566,32838209
23750,5641607,32947775
23850,5688975,33570061
23950,5736561,34071957
24050,5784643,33999308
24150,5832949,33984490
24250,5881241,34500031
24350,5929524,34723376
24450,5978249,34753410
24550,6027332,35271153
24650,6076632,35431397
24750,6125921,35586238
24850,6175672,35873451
24950,6225668,35951402
25050,6275845,36342629
25150,6325771,37485194
25250,6376114,37372589
25350,6426730,37301722
25450,6477668,37572265
25550,6528805,38121979
25650,6579912,38371155
25750,6631595,38611528
25850,6683141,39128181
25950,6734729,38867887
26050,6787056,39514533
26150,6839436,39282388
26250,6891928,40235970
26350,6944852,40269017
26450,6997750,40210264
26550,7050550,40558060
26650,7103834,41320348
26750,7157245,43216191
26850,7210785,44442313
26950,7264619,41651768
27050,7318846,41774864
27150,7373138,42571443
27250,7427448,42644842
27350,7482011,43184856
27450,7536612,43220807
27550,7591428,43821385
27650,7646726,43725986
27750,7702441,44819390
27850,7758066,44460738
27950,7813626,45140497
28050,7869402,45149348
28150,7925961,45934673
28250,7982721,45835892
28350,8039340,46217712
28450,8096515,46945316
28550,8153363,48520499
28650,8211169,47751111
28750,8268404,47420771
28850,8326139,47654069
28950,8383579,47630168
29050,8441722,47976588
29150,8499867,49402468
29250,8558797,49203452
29350,8617790,48995983
29450,8676244,49851501
29550,8735894,49606026
29650,8794988,50833722
29750,8854381,53578253
29850,8914193,50420124
29950,8974218,51192269
30050,9034345,51888930
30150,9094364,51350235
30250,9154673,52009952
30350,9214884,52292568
30450,9275314,52965382
30550,9336582,53527997
30650,9398048,53076787
30750,9459631,53625180
30850,9520989,53671681
30950,9582781,54006680
31050,9644947,55026850
31150,9707447,55166673
31250,9769938,56173191
31350,9832661,55171632
31450,9895473,55919091
31550,9958866,56826435
31650,10022685,56164193
31750,10085949,61520590
31850,10149545,57428737
31950,10213169,57351944
32050,10276879,58682743
32150,10341170,59515706
32250,10405803,58582888
32350,10470750,59550300
32450,10535644,58961591
32550,10600625,59749174
32650,10665879,59693251
32750,10731107,60491950
32850,10796683,60304484
32950,10862381,61988869
33050,10927985,61895029
33150,10993943,61304485
33250,11060579,61568765
33350,11127087,62428168
33450,11194399,62241083
33550,11261502,63411098
33650,11328301,62859757
33750,11395877,63503436
33850,11463722,64278475
33950,11531230,64122377
34050,11598954,64762255
34150,11667029,65082697
34250,11735468,65002494
34350,11803673,65902790
34450,11872372,67384709
34550,11941481,66882973
34650,12010430,66545473
34750,12079844,67233462
34850,12149961,67920263
34950,12219750,67829238
35050,12289733,68657295
35150,12360222,69057774
35250,12430690,69479299
35350,12501870,69206076
35450,12572491,71275641
35550,12643306,70387522
35650,12714541,70590358
35750,12786317,70668320
35850,12858184,70971792
35950,12930086,71563959
36050,13002077,74932848
36150,13073951,72951861
36250,13146212,72824360
36350,13219215,77143975
36450,13292240,74834637
36550,13364923,75204956
36650,13438143,79642384
36750,13511793,75744898
36850,13585570,76598436
36950,13659468,76890124
37050,13733663,78379527
37150,13808194,77593891
